license_id
CNRI-Python
CC-BY-NC-3.0-DE
AML-glslang
SSH-OpenSSH
DRL-1.1
Newsletr
ISC
GFDL-1.2-only
Linux-man-pages-copyleft-var
Latex2e-translated-notice
RSA-MD
NLOD-2.0
CC-BY-NC-ND-2.0
blessing
MS-LPL
CC-BY-3.0-US
Xfig
OFL-1.0
Boehm-GC-without-fee
AFL-2.1
CC-BY-ND-2.5
APSL-1.0
NICTA-1.0
ISO-permission
CERN-OHL-1.2
curl
ASWF-Digital-Assets-1.1
HPND-export-US-acknowledgement
GFDL-1.3-only
EUPL-1.0
MMIXware
MIT-open-group
ZPL-1.1
FSL-1.1-MIT
COIL-1.0
CC-BY-SA-2.0-UK
OPUBL-1.0
LGPL-2.1
MulanPSL-2.0
BSD-Systemics-W3Works
Parity-7.0.0
LAL-1.2
3D-Slicer-1.0
Unicode-TOU
OSL-3.0
BSD-3-Clause-Clear
copyleft-next-0.3.1
Apache-1.0
NTP-0
LPPL-1.2
MIT-Modern-Variant
ImageMagick
BSD-3-Clause-Tso
HPND-export-US
Parity-6.0.0
HPND-Markus-Kuhn
Entessa
AFL-2.0
GPL-2.0-with-GCC-exception
SchemeReport
Kazlib
Game-Programming-Gems
CC-BY-SA-3.0-DE
Zimbra-1.3
TekHVC
NCGL-UK-2.0
Zimbra-1.4
NPL-1.1
EPL-1.0
PDDL-1.0
OSSP
CERN-OHL-S-2.0
MulanPSL-1.0
W3C
Nunit
Bitstream-Charter
MTLL
OSL-2.1
EUPL-1.1
AGPL-3.0-or-later
GPL-2.0-with-classpath-exception
MIT
CC-BY-SA-1.0
generic-xts
CFITSIO
JSON
LiLiQ-P-1.1
ngrep
HPND-Intel
GPL-2.0+
Ubuntu-font-1.0
CC-BY-4.0
UCL-1.0
BSD-Attribution-HPND-disclaimer
Intel-ACPI
BSD-3-Clause-No-Nuclear-License
MIT-Wu
HIDAPI
CUA-OPL-1.0
MPL-1.0
CC-BY-2.5-AU
SISSL
AGPL-3.0-only
xkeyboard-config-Zinoviev
BSD-2-Clause-first-lines
BSD-Systemics
FTL
Mackerras-3-Clause
BSD-Protection
