license_id
ESA-PL-weak-copyleft-2.4
DL-DE-ZERO-2.0
BSD-3-Clause-No-Nuclear-License-2014
TCP-wrappers
Spencer-94
SCEA
hyphen-bulgarian
Unicode-DFS-2015
CC-BY-3.0-AU
CC-BY-ND-3.0-DE
Spencer-99
D-FSL-1.0
PolyForm-Small-Business-1.0.0
CERN-OHL-1.1
Xfig
Bahyph
CC-BY-NC-ND-2.5
Sleepycat
FBM
TORQUE-1.1
psutils
gSOAP-1.3b
SGI-B-1.1
DocBook-Schema
OLFL-1.3
BSD-4.3TAHOE
LPPL-1.2
W3C-20150513
IJG
MIT-Wu
BSD-3-Clause-acpica
CC-BY-ND-1.0
HPND-sell-regexpr
CC-BY-NC-2.5
LGPL-3.0
NAIST-2003
Brian-Gladman-3-Clause
EFL-2.0
MIT-CMU
Linux-OpenIB
Gutmann
OLDAP-2.2.2
Parity-6.0.0
xzoom
w3m
IPA
Advanced-Cryptics-Dictionary
libtiff
hdparm
CC-BY-SA-1.0
HPND-INRIA-IMAG
LZMA-SDK-9.22
jove
AMD-newlib
GCR-docs
LGPL-2.0-only
Unlicense-libtelnet
PPL
GFDL-1.1-only
CC-BY-3.0-NL
Elastic-2.0
OLDAP-1.3
MIT-Click
ANTLR-PD-fallback
PDDL-1.0
copyleft-next-0.3.0
CC-PDDC
CC-BY-4.0
CryptoSwift
Knuth-CTAN
Zed
PHP-3.01
BUSL-1.1
LAL-1.2
Furuseth
OGL-Canada-2.0
CC-BY-3.0-AT
BSD-3-Clause-Attribution
Intel-ACPI
LGPL-3.0-or-later
CECILL-1.0
SNIA
AFL-1.1
RPSL-1.0
QPL-1.0-INRIA-2004
Wsuipa
HPND-Pbmplus
AdaCore-doc
HTMLTIDY
InnoSetup
check-cvs
Newsletr
CPL-1.0
OSL-2.0
AGPL-3.0-or-later
FTL
Xdebug-1.03
Apache-2.0
IJG-short
CC-BY-NC-SA-2.5
HPND-export-US-acknowledgement
CC-BY-NC-ND-3.0
CAL-1.0-Combined-Work-Exception
UCL-1.0
Watcom-1.0
magaz
bcrypt-Solar-Designer
Jam
GFDL-1.3-no-invariants-or-later
BlueOak-1.0.0
BSD-3-Clause-No-Military-License
NBPL-1.0
BSD-2-Clause-Darwin
UnixCrypt
BSD-Attribution-HPND-disclaimer
XSkat
OLDAP-2.4
MIT-testregex
Linux-man-pages-1-para
LGPL-3.0-only
wwl
LGPL-2.0+
GFDL-1.2
LPPL-1.3c
OCCT-PL
NPOSL-3.0
dtoa
AFL-3.0
BSD-Systemics-W3Works
SHL-0.51
MTLL
Latex2e-translated-notice
MulanPSL-1.0
EUPL-1.0
Vim
SMLNJ
xkeyboard-config-Zinoviev
HPND-UC
zlib-acknowledgement
Aladdin
HPND-SMC
FSL-1.1-MIT
OSL-3.0
JPL-image
ASWF-Digital-Assets-1.0
CC-BY-NC-SA-3.0-IGO
Clips
NTIA-PD
SSPL-1.0
FSFULLRSD
GFDL-1.1-no-invariants-only
QPL-1.0
BSD-2-Clause
Boehm-GC
SMPPL
Bitstream-Charter
NCSA
Artistic-1.0-cl8
CC-BY-1.0
ThirdEye
TGPPL-1.0
SSH-short
wxWindows
CATOSL-1.1
ALGLIB-Documentation
PostgreSQL
xlock
CC-BY-NC-SA-3.0-DE
MPL-2.0
gtkbook
GPL-2.0+
HPND-Netrek
Rdisc
blessing
C-UDA-1.0
LPPL-1.1
EUPL-1.1
libpng-1.6.35
RSCPL
DocBook-Stylesheet
mpi-permissive
GFDL-1.1-no-invariants-or-later
BSD-Inferno-Nettverk
Aspell-RU
CC-BY-SA-2.1-JP
FreeImage
CDL-1.0
CC-SA-1.0
NTP-0
Apache-1.0
MITNFA
GFDL-1.3-or-later
GFDL-1.3-invariants-or-later
Glulxe
ISO-permission
NTP
Arphic-1999
HPND-sell-variant-MIT-disclaimer-rev
Latex2e
OLDAP-1.2
Adobe-Utopia
CMU-Mach-nodoc
GPL-2.0-with-GCC-exception
GPL-3.0
LPPL-1.0
Artistic-1.0-Perl
cve-tou
MIT-advertising
0BSD
Unlicense
lsof
RPL-1.5
Catharon
AGPL-3.0-only
Pixar
CC-BY-NC-3.0-DE
GFDL-1.1-invariants-or-later
ZPL-1.1
psfrag
SimPL-2.0
MMIXware
HPND-DEC
AML-glslang
GPL-2.0
pnmstitch
Linux-man-pages-copyleft-2-para
ASWF-Digital-Assets-1.1
GPL-1.0+
HPND-sell-MIT-disclaimer-xserver
NIST-PD
Noweb
HaskellReport
Symlinks
SHL-0.5
BSD-4-Clause-UC
Parity-7.0.0
BSD-3-Clause-Clear
AGPL-3.0
CC-BY-NC-ND-1.0
GFDL-1.2-invariants-only
OPUBL-1.0
HPND-MIT-disclaimer
BSD-3-Clause-Modification
CC-BY-NC-SA-2.0
OpenSSL-standalone
GPL-1.0
checkmk
snprintf
App-s2p
Plexus
EPL-1.0
ulem
pkgconf
BSD-2-Clause-Views
CC-BY-NC-SA-2.0-UK
EPL-2.0
Community-Spec-1.0
CECILL-2.0
Frameworx-1.0
Artistic-dist
ssh-keyscan
Crossword
CC-BY-2.5-AU
ODC-By-1.0
NIST-PD-TNT
ISC-Veillard
OLDAP-2.5
Libpng
GPL-1.0-or-later
Glide
Sendmail-8.23
OLDAP-2.0.1
GFDL-1.2-or-later
HPND-export-US
FDK-AAC
SAX-PD-2.0
FSFAP-no-warranty-disclaimer
Borceux
Artistic-1.0
bzip2-1.0.6
Caldera-no-preamble
CC-BY-2.5
PSF-2.0
PADL
CECILL-1.1
OLDAP-2.6
Ruby-pty
xinetd
BSD-3-Clause-HP
Python-2.0
FSFULLR
BSD-2-Clause-FreeBSD
JasPer-2.0
SunPro
OGL-UK-2.0
DSDP
NLPL
OCLC-2.0
swrule
Mackerras-3-Clause-acknowledgment
Adobe-Display-PostScript
Eurosym
GPL-2.0-only
Ferguson-Twofish
BSL-1.0
MIPS
OLDAP-1.4
HP-1989
Xnet
MIT-Khronos-old
DocBook-DTD
LPL-1.0
CERN-OHL-W-2.0
MPL-1.0
TekHVC
FSFUL
SSLeay-standalone
SMAIL-GPL
GFDL-1.3-only
CERN-OHL-P-2.0
MakeIndex
Mup
