license_id
NIST-Software
OpenSSL
OSL-1.1
GFDL-1.3
TMate
NRL
generic-xts
LiLiQ-P-1.1
BSD-3-Clause-flex
copyleft-next-0.3.1
LGPL-2.1-or-later
Saxpath
OFL-1.0
libpng-2.0
Nokia
GFDL-1.1-invariants-only
OFL-1.1-RFN
NOSL
RHeCos-1.1
ErlPL-1.1
ICU
Qhull
TU-Berlin-2.0
GPL-2.0-with-autoconf-exception
UCAR
SGMLUG-PM
MirOS
CC0-1.0
OLDAP-2.8
CC-BY-NC-SA-4.0
HPND-UC-export-US
CC-BY-NC-ND-2.0
CNRI-Python
Ruby
BSD-4-Clause-Shortened
TrustedQSL
AFL-1.2
CC-BY-SA-2.5
Boehm-GC-without-fee
HPND-doc-sell
McPhee-slideshow
GPL-3.0-with-GCC-exception
RSA-MD
Lucida-Bitmap-Fonts
CDDL-1.1
WTFNMFPL
GPL-3.0+
Zimbra-1.3
ZPL-2.0
CERN-OHL-S-2.0
OML
Intel
CC-BY-SA-4.0
O-UDA-1.0
OSSP
HPND-doc
BSD-2-Clause-NetBSD
TCL
CFITSIO
SUL-1.0
HPND-Intel
man2html
ADSL
APSL-1.1
MIT-enna
Zeeff
VSL-1.0
AMDPLPA
OLDAP-2.2.1
FSFULLRWD
GPL-2.0-with-classpath-exception
NCBI-PD
CC-BY-ND-2.0
Info-ZIP
OGL-UK-3.0
SchemeReport
CNRI-Jython
SGI-OpenGL
mailprio
GPL-2.0-with-bison-exception
BSD-3-Clause-No-Nuclear-License
CECILL-B
Imlib2
Nunit
NCGL-UK-2.0
LPPL-1.3a
NPL-1.1
EUDatagrid
BSD-1-Clause
AML
MPL-1.1
Spencer-86
OLDAP-2.1
ECL-1.0
ANTLR-PD
MulanPSL-2.0
Net-SNMP
HPND-Kevlin-Henney
CC-BY-SA-3.0-AT
GPL-2.0-with-font-exception
SSH-OpenSSH
HPND-merchantability-variant
LiLiQ-Rplus-1.1
URT-RLE
CC-BY-SA-2.0
ImageMagick
LAL-1.3
AMPAS
CC-BY-NC-SA-2.0-DE
Caldera
Cronyx
MIT-Festival
Motosoto
LPD-document
JPNIC
FSL-1.1-ALv2
CC-BY-ND-4.0
Cube
curl
CDLA-Sharing-1.0
DRL-1.1
BSD-Systemics
SGP4
NICTA-1.0
CPAL-1.0
libselinux-1.0
BSD-2-Clause-first-lines
OLDAP-2.2
HP-1986
CC-BY-SA-3.0-IGO
BSD-3-Clause-Open-MPI
LGPL-2.0-or-later
CNRI-Python-GPL-Compatible
CDDL-1.0
YPL-1.0
PolyForm-Noncommercial-1.0.0
NGPL
3D-Slicer-1.0
Linux-man-pages-copyleft
IPL-1.0
TTWL
BSD-Protection
GL2PS
ngrep
CC-BY-2.0
Zend-2.0
CC-BY-ND-2.5
ESA-PL-strong-copyleft-2.4
X11
LGPL-3.0+
CC-BY-NC-4.0
NetCDF
CC-BY-NC-ND-3.0-DE
Dotseqn
Kastrup
PHP-3.0
ZPL-2.1
Abstyles
LiLiQ-R-1.1
GFDL-1.3-no-invariants-only
SOFA
Beerware
CC-BY-3.0-DE
OFL-1.1-no-RFN
Martin-Birgmeier
Game-Programming-Gems
ESA-PL-permissive-2.4
BSD-Mark-Modifications
OFL-1.0-RFN
CC-BY-3.0-US
BSD-2-Clause-Patent
APL-1.0
CMU-Mach
BSD-3-Clause-No-Nuclear-Warranty
X11-no-permit-persons
xpp
MS-PL
CAL-1.0
W3C
VOSTROM
GFDL-1.2-only
OSL-2.1
Linux-man-pages-copyleft-var
APAFML
GFDL-1.2-no-invariants-only
mpich2
CC-BY-3.0
Interbase-1.0
APSL-1.2
CC-BY-NC-2.0
Graphics-Gems
OGL-UK-1.0
CC-BY-NC-3.0
iMatix
Unicode-DFS-2016
AGPL-1.0
MIT-open-group
GPL-3.0-only
CC-BY-SA-3.0
TOSL
dvipdfm
HPND
metamail
BSD-3-Clause-Sun
LOOP
BSD-4.3RENO
GFDL-1.2-no-invariants-or-later
NPL-1.0
any-OSI
MS-RL
softSurfer
Ubuntu-font-1.0
EPICS
HPND-sell-variant-MIT-disclaimer
DOC
IEC-Code-Components-EULA
HPND-Markus-Kuhn
OSET-PL-2.1
HPND-Fenneberg-Livingston
AFL-2.0
Adobe-Glyph
HPND-sell-variant
fwlw
NLOD-2.0
Minpack
ECL-2.0
MIT-feh
MS-LPL
RPL-1.1
Baekmuk
BSD-3-Clause
Condor-1.1
DocBook-XML
LGPL-2.1-only
ClArtistic
Entessa
GPL-2.0-or-later
ISC
OpenVision
JSON
any-OSI-perl-modules
CrystalStacker
CC-BY-NC-ND-4.0
OPL-UK-3.0
AFL-2.1
DEC-3-Clause
BSD-Advertising-Acknowledgement
OPL-1.0
TU-Berlin-1.0
Brian-Gladman-2-Clause
NIST-PD-fallback
CC-BY-NC-SA-3.0
